"JUDET","CATEGORIE_NATIONALA","CATEGORIA_COMUNITARA","MARCA","DESCRIERE_COMERCIALA","TOTAL"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","E350CDI","1"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","E350CDI 4MATIC","1"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","GLK 200 CDI","1"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","GLK 220 BLUETEC 4MATIC","1"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","GLK 220 CDI","1"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","GLK 220 CDI 4MATIC","13"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","GLK 280 4MATIC","1"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","GLK 320 CDI 4MATIC","7"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","GLK 350 CDI 4MATIC","1"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","GLK220CDI 4MATIC","1"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","ML 250 BLUETEC 4MATIC","1"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","ML 350 CDI 4MATIC","1"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","S 320","1"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","S 320 CDI","1"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","S 320 CDI 4MATIC","1"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","S 350 BLUETEC","1"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","S 350 BLUETEC 4MATIC","1"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","S 350 CDI","1"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","S 350 CDI 4MATIC","3"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","S 400 HYBRID","2"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","S 500","1"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","S 500 4MATIC","1"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","SL 350","1"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","SLK 200 COMPRESSOR","1"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","SLK 200 KOMPRESOR","1"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","SLK 200 KOMPRESSOR","1"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","SLK 250","1"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","SLK200 KOMPRESSOR","1"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","SPRINTER","2"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","SPRINTER 211 CDI","1"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","SPRINTER 311CDI","4"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","SPRINTER 312D","4"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","SPRINTER 313 CDI","3"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","SPRINTER 313CDI","10"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","SPRINTER 315 CDI","1"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","SPRINTER 315CDI","1"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","SPRINTER 316CDI","4"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","S350 BLUETEC 4MATIC","1"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","S350 4MATIC","1"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","S430","1"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","V 220 CDI","4"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","VANEO","2"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","VIANO","3"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","VIANO CDI 2.0","1"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","VIANO CDI2.2","1"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","VIANO 115CDI","1"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","VIANO 3.0 CDI","1"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","VITO","3"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","VITO 108 CDI","3"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","VITO 109CDI","1"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","VITO 111 CDI","5"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","VITO 111CDI","1"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","VITO 112CDI","1"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","VITO 113CDI","1"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","VITO 115 CDI","7"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","VITO 115CDI","2"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","VITO 116 CDI","1"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","VITO 116CDI","1"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","V220CDI","1"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","V230","2"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","190","3"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","190 D","1"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","190 E","2"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","190E","1"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","200 D","3"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","200 E","1"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","200D","1"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","200E","1"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","200TE","1"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","230C","1"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","230E","2"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","250D","1"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","300CE","1"
"ARGES","AUTOTURISM","M1","MERCEDES-BENZ","","4"
"ARGES","AUTOTURISM","M1","MERCURY","","2"
"ARGES","AUTOTURISM","M1","MG","MGF","2"
"ARGES","AUTOTURISM","M1","MG","ZR","2"
"ARGES","AUTOTURISM","M1","MG","ZS","1"
"ARGES","AUTOTURISM","M1","MICRO COMPACT CAR","","5"
"ARGES","AUTOTURISM","M1","MINI","COOPER","3"
"ARGES","AUTOTURISM","M1","MINI","COOPER CABRIO","1"
"ARGES","AUTOTURISM","M1","MINI","COOPER D","2"
"ARGES","AUTOTURISM","M1","MINI","COOPER D COUNTRYMAN ALL4","1"
"ARGES","AUTOTURISM","M1","MINI","COOPER S","8"
"ARGES","AUTOTURISM","M1","MINI","COOPER SD COUNTRYMAN ALL4","1"
"ARGES","AUTOTURISM","M1","MINI","MINI","18"
"ARGES","AUTOTURISM","M1","MINI","MINI COOPER","12"
"ARGES","AUTOTURISM","M1","MINI","MINI ONE","17"
"ARGES","AUTOTURISM","M1","MINI","MINI ONE D","1"
"ARGES","AUTOTURISM","M1","MINI","ONE","3"
"ARGES","AUTOTURISM","M1","MINI","ONE COUNTRYMAN","1"
"ARGES","AUTOTURISM","M1","MINI","","5"
"ARGES","AUTOTURISM","M1","MITSUBISHI","ASX","24"
"ARGES","AUTOTURISM","M1","MITSUBISHI","CARISMA","11"
"ARGES","AUTOTURISM","M1","MITSUBISHI","COLT","61"
"ARGES","AUTOTURISM","M1","MITSUBISHI","COLT CZ3","1"
"ARGES","AUTOTURISM","M1","MITSUBISHI","ECLIPSE","1"
"ARGES","AUTOTURISM","M1","MITSUBISHI","GALANT","1"
"ARGES","AUTOTURISM","M1","MITSUBISHI","GRANDIS","1"
"ARGES","AUTOTURISM","M1","MITSUBISHI","LANCER","81"
"ARGES","AUTOTURISM","M1","MITSUBISHI","LANCER EVO VIII","1"
"ARGES","AUTOTURISM","M1","MITSUBISHI","LANCER EVOLUTION","1"
"ARGES","AUTOTURISM","M1","MITSUBISHI","LANCER EVOLUTION VI","1"
"ARGES","AUTOTURISM","M1","MITSUBISHI","LANCER EVOLUTION VIII","1"
"ARGES","AUTOTURISM","M1","MITSUBISHI","OUTLANDER","53"
"ARGES","AUTOTURISM","M1","MITSUBISHI","PAJERO","11"
"ARGES","AUTOTURISM","M1","MITSUBISHI","PAJERO SPORT","3"
"ARGES","AUTOTURISM","M1","MITSUBISHI","SPAC RUNNER","1"
"ARGES","AUTOTURISM","M1","MITSUBISHI","SPACE GEAR","1"
"ARGES","AUTOTURISM","M1","MITSUBISHI","SPACE RUNNER","1"
"ARGES","AUTOTURISM","M1","MITSUBISHI","SPACE STAR","6"
"ARGES","AUTOTURISM","M1","MITSUBISHI","SPACE WAGON","1"
"ARGES","AUTOTURISM","M1","MITSUBISHI","SPACESTAR","1"
"ARGES","AUTOTURISM","M1","MITSUBISHI","","132"
"ARGES","AUTOTURISM","M1","MOSKVICH","","59"
"ARGES","AUTOTURISM","M1","M461","","1"
"ARGES","AUTOTURISM","M1","NISSAN","ALMERA","25"
"ARGES","AUTOTURISM","M1","NISSAN","ALMERA TINO","4"
"ARGES","AUTOTURISM","M1","NISSAN","JUKE","30"
"ARGES","AUTOTURISM","M1","NISSAN","MARCH","1"
"ARGES","AUTOTURISM","M1","NISSAN","MAXIMA","1"
"ARGES","AUTOTURISM","M1","NISSAN","MICRA","81"
"ARGES","AUTOTURISM","M1","NISSAN","MURANO","8"
"ARGES","AUTOTURISM","M1","NISSAN","NISSAN TIIDA","1"
"ARGES","AUTOTURISM","M1","NISSAN","NOTE","10"
"ARGES","AUTOTURISM","M1","NISSAN","PATHFINDER","22"
"ARGES","AUTOTURISM","M1","NISSAN","PATROL","3"
"ARGES","AUTOTURISM","M1","NISSAN","PRIMASTAR","1"
"ARGES","AUTOTURISM","M1","NISSAN","PRIMERA","20"
"ARGES","AUTOTURISM","M1","NISSAN","PULSAR","1"
"ARGES","AUTOTURISM","M1","NISSAN","QASHQAI","82"
"ARGES","AUTOTURISM","M1","NISSAN","QASHQAI+2","5"
"ARGES","AUTOTURISM","M1","NISSAN","SERENA","3"
"ARGES","AUTOTURISM","M1","NISSAN","SUNNY","2"
"ARGES","AUTOTURISM","M1","NISSAN","TERRANO II","3"
"ARGES","AUTOTURISM","M1","NISSAN","TIIDA","27"
"ARGES","AUTOTURISM","M1","NISSAN","X-TRAIL","6"
"ARGES","AUTOTURISM","M1","NISSAN","100 NX","1"
"ARGES","AUTOTURISM","M1","NISSAN","300ZX","1"
"ARGES","AUTOTURISM","M1","NISSAN","","256"
"ARGES","AUTOTURISM","M1","OLTCIT","CLUB","2"
"ARGES","AUTOTURISM","M1","OLTCIT","","866"
"ARGES","AUTOTURISM","M1","OPEL","-","1"
"ARGES","AUTOTURISM","M1","OPEL","AGILA","205"
"ARGES","AUTOTURISM","M1","OPEL","AGILA-A","6"
"ARGES","AUTOTURISM","M1","OPEL","ANTARA","24"
"ARGES","AUTOTURISM","M1","OPEL","ASCONA","2"
"ARGES","AUTOTURISM","M1","OPEL","ASTRA","1667"
"ARGES","AUTOTURISM","M1","OPEL","ASTRA  GTC","1"
"ARGES","AUTOTURISM","M1","OPEL","ASTRA CABRIO","3"
"ARGES","AUTOTURISM","M1","OPEL","ASTRA CARAVAN","191"
"ARGES","AUTOTURISM","M1","OPEL","ASTRA COUPE","1"
"ARGES","AUTOTURISM","M1","OPEL","ASTRA G CARAVAN","2"
"ARGES","AUTOTURISM","M1","OPEL","ASTRA G-CABRIO","5"
"ARGES","AUTOTURISM","M1","OPEL","ASTRA G-CC","7"
"ARGES","AUTOTURISM","M1","OPEL","ASTRA GTC","65"
"ARGES","AUTOTURISM","M1","OPEL","ASTRA NOTCHBACK","9"
"ARGES","AUTOTURISM","M1","OPEL","ASTRA SPORTS TOURER","9"
"ARGES","AUTOTURISM","M1","OPEL","ASTRA STATION WAGON","810"
"ARGES","AUTOTURISM","M1","OPEL","ASTRA SW","6"
"ARGES","AUTOTURISM","M1","OPEL","ASTRA TWIN TOP","4"
"ARGES","AUTOTURISM","M1","OPEL","ASTRA TWINTOP","1"
"ARGES","AUTOTURISM","M1","OPEL","ASTRA 1.7CDTI","1"
"ARGES","AUTOTURISM","M1","OPEL","ASTRA 1.9CDTI","3"
"ARGES","AUTOTURISM","M1","OPEL","ASTRA-F","3"
"ARGES","AUTOTURISM","M1","OPEL","ASTRA-F-CABRIO","2"
"ARGES","AUTOTURISM","M1","OPEL","ASTRA-F-CARAVAN","22"
"ARGES","AUTOTURISM","M1","OPEL","ASTRA-F-CC","6"
"ARGES","AUTOTURISM","M1","OPEL","ASTRA-G","268"
"ARGES","AUTOTURISM","M1","OPEL","ASTRA-G-CABRIO","15"
"ARGES","AUTOTURISM","M1","OPEL","ASTRA-G-CARAVAN","1062"
"ARGES","AUTOTURISM","M1","OPEL","ASTRA-G-CARAVAN-CNG","1"
"ARGES","AUTOTURISM","M1","OPEL","ASTRA-G-CC","1156"
"ARGES","AUTOTURISM","M1","OPEL","ASTRA-G-COUPE","28"
"ARGES","AUTOTURISM","M1","OPEL","ASTRA2.0DTI","1"
"ARGES","AUTOTURISM","M1","OPEL","CALIBRA","14"
"ARGES","AUTOTURISM","M1","OPEL","COMBO","9"
"ARGES","AUTOTURISM","M1","OPEL","COMBO-C","13"
"ARGES","AUTOTURISM","M1","OPEL","CORSA","814"
"ARGES","AUTOTURISM","M1","OPEL","CORSA-B","196"
"ARGES","AUTOTURISM","M1","OPEL","CORSA-C","254"
"ARGES","AUTOTURISM","M1","OPEL","FRONTERA","1"
"ARGES","AUTOTURISM","M1","OPEL","FRONTERA SPORT","1"
"ARGES","AUTOTURISM","M1","OPEL","FRONTERA-B","2"
"ARGES","AUTOTURISM","M1","OPEL","FRONTTERA","4"
"ARGES","AUTOTURISM","M1","OPEL","INSIGNIA","82"
"ARGES","AUTOTURISM","M1","OPEL","INSIGNIA HATCHBACK","1"
"ARGES","AUTOTURISM","M1","OPEL","INSIGNIA LIMOUSINE","1"
"ARGES","AUTOTURISM","M1","OPEL","INSIGNIA LIMOUSINE HB","4"
"ARGES","AUTOTURISM","M1","OPEL","INSIGNIA LIMOUSINE NB","8"
"ARGES","AUTOTURISM","M1","OPEL","INSIGNIA SPORT TOURER","2"
"ARGES","AUTOTURISM","M1","OPEL","INSIGNIA SPORTS TOURER","16"
"ARGES","AUTOTURISM","M1","OPEL","INSIGNIA SPORTS TOURER SW","3"
"ARGES","AUTOTURISM","M1","OPEL","KADETT","7"
"ARGES","AUTOTURISM","M1","OPEL","MERIVA","25"
"ARGES","AUTOTURISM","M1","OPEL","MERIVA-A","32"
"ARGES","AUTOTURISM","M1","OPEL","MOKKA","1"
"ARGES","AUTOTURISM","M1","OPEL","OMEGA","8"
"ARGES","AUTOTURISM","M1","OPEL","OMEGA CARAVAN","1"
"ARGES","AUTOTURISM","M1","OPEL","OMEGA-B","5"
"ARGES","AUTOTURISM","M1","OPEL","SIGNUM","9"
"ARGES","AUTOTURISM","M1","OPEL","SINTRA","2"
"ARGES","AUTOTURISM","M1","OPEL","STATION WAGON","1"
"ARGES","AUTOTURISM","M1","OPEL","TIGRA","89"
"ARGES","AUTOTURISM","M1","OPEL","TIGRA-A","68"
"ARGES","AUTOTURISM","M1","OPEL","VECTRA","275"
"ARGES","AUTOTURISM","M1","OPEL","VECTRA CARAVAN","17"
"ARGES","AUTOTURISM","M1","OPEL","VECTRA STATION WAGON","24"
"ARGES","AUTOTURISM","M1","OPEL","VECTRA-B","230"
"ARGES","AUTOTURISM","M1","OPEL","VECTRA-B CARAVAN","16"
"ARGES","AUTOTURISM","M1","OPEL","VECTRA-B-CARAVAN","115"
"ARGES","AUTOTURISM","M1","OPEL","VECTRA-B-CC","58"
"ARGES","AUTOTURISM","M1","OPEL","VECTRA-C","13"
"ARGES","AUTOTURISM","M1","OPEL","VECTRA-C-CC","5"
"ARGES","AUTOTURISM","M1","OPEL","VECTRA-C-STATION WAGON","9"
"ARGES","AUTOTURISM","M1","OPEL","VIVARO","29"
"ARGES","AUTOTURISM","M1","OPEL","ZAFIRA","156"
"ARGES","AUTOTURISM","M1","OPEL","ZAFIRA-A","87"
"ARGES","AUTOTURISM","M1","OPEL","ZAFIRA-A-CNG","2"
"ARGES","AUTOTURISM","M1","OPEL","","4055"
"ARGES","AUTOTURISM","M1","PEUGEOT","BOXER","4"
"ARGES","AUTOTURISM","M1","PEUGEOT","EXPERT","4"
"ARGES","AUTOTURISM","M1","PEUGEOT","PARTNER","73"
"ARGES","AUTOTURISM","M1","PEUGEOT","PARTNER VP","2"
"ARGES","AUTOTURISM","M1","PEUGEOT","PEUGEOT 107","1"
"ARGES","AUTOTURISM","M1","PEUGEOT","RCZ","3"
"ARGES","AUTOTURISM","M1","PEUGEOT","1007","7"
"ARGES","AUTOTURISM","M1","PEUGEOT","106","44"
"ARGES","AUTOTURISM","M1","PEUGEOT","106 XR","2"
"ARGES","AUTOTURISM","M1","PEUGEOT","107","162"
"ARGES","AUTOTURISM","M1","PEUGEOT","2008","3"
"ARGES","AUTOTURISM","M1","PEUGEOT","205","2"
"ARGES","AUTOTURISM","M1","PEUGEOT","206","679"
"ARGES","AUTOTURISM","M1","PEUGEOT","206+","52"
"ARGES","AUTOTURISM","M1","PEUGEOT","206 +","1"
"ARGES","AUTOTURISM","M1","PEUGEOT","206 CC","1"
"ARGES","AUTOTURISM","M1","PEUGEOT","206CC","4"
"ARGES","AUTOTURISM","M1","PEUGEOT","207","377"
"ARGES","AUTOTURISM","M1","PEUGEOT","207 CC","8"
"ARGES","AUTOTURISM","M1","PEUGEOT","207SW","1"
"ARGES","AUTOTURISM","M1","PEUGEOT","208","14"
"ARGES","AUTOTURISM","M1","PEUGEOT","3008","10"
"ARGES","AUTOTURISM","M1","PEUGEOT","301","14"
"ARGES","AUTOTURISM","M1","PEUGEOT","306","65"
"ARGES","AUTOTURISM","M1","PEUGEOT","307","310"
"ARGES","AUTOTURISM","M1","PEUGEOT","307 CC","3"
"ARGES","AUTOTURISM","M1","PEUGEOT","307 SW","1"
"ARGES","AUTOTURISM","M1","PEUGEOT","307CC","1"
"ARGES","AUTOTURISM","M1","PEUGEOT","308","191"
"ARGES","AUTOTURISM","M1","PEUGEOT","308 SW","5"
"ARGES","AUTOTURISM","M1","PEUGEOT","309","1"
"ARGES","AUTOTURISM","M1","PEUGEOT","4007","25"
"ARGES","AUTOTURISM","M1","PEUGEOT","405","15"
"ARGES","AUTOTURISM","M1","PEUGEOT","405 GLD","1"
"ARGES","AUTOTURISM","M1","PEUGEOT","406","26"
"ARGES","AUTOTURISM","M1","PEUGEOT","407","257"
"ARGES","AUTOTURISM","M1","PEUGEOT","5008","1"
"ARGES","AUTOTURISM","M1","PEUGEOT","508","15"
"ARGES","AUTOTURISM","M1","PEUGEOT","605","2"
"ARGES","AUTOTURISM","M1","PEUGEOT","607","9"
"ARGES","AUTOTURISM","M1","PEUGEOT","806","3"
"ARGES","AUTOTURISM","M1","PEUGEOT","807","3"
"ARGES","AUTOTURISM","M1","PEUGEOT","","1190"
"ARGES","AUTOTURISM","M1","PLYMOUTH","","3"
"ARGES","AUTOTURISM","M1","POLSKI FIAT","","1"
"ARGES","AUTOTURISM","M1","PONTIAC","LUMINA","1"
"ARGES","AUTOTURISM","M1","PONTIAC","TRANS SPORT","2"
"ARGES","AUTOTURISM","M1","PONTIAC","","8"
"ARGES","AUTOTURISM","M1","PORSCHE","BOXSTER","1"
"ARGES","AUTOTURISM","M1","PORSCHE","BOXSTER S","1"
"ARGES","AUTOTURISM","M1","PORSCHE","CAYENNE TURBO S","2"
"ARGES","AUTOTURISM","M1","PORSCHE","CAYMAN","1"
"ARGES","AUTOTURISM","M1","PORSCHE","CAYMAN S","1"
"ARGES","AUTOTURISM","M1","PORSCHE","PANAMERA DIESEL","1"
"ARGES","AUTOTURISM","M1","PORSCHE","PANAMERA TURBO","2"
"ARGES","AUTOTURISM","M1","PORSCHE","PANAMERA 4","1"
"ARGES","AUTOTURISM","M1","PORSCHE","PANAMERA 4S","1"
"ARGES","AUTOTURISM","M1","PORSCHE","911 CARRERA GT3","1"
"ARGES","AUTOTURISM","M1","PORSCHE","911 CARRERA S","1"
"ARGES","AUTOTURISM","M1","PORSCHE","911 CARRERA 4 GTS","1"
"ARGES","AUTOTURISM","M1","PORSCHE","911 CARRERA 4S","2"
"ARGES","AUTOTURISM","M1","PORSCHE","911CARRERA 4S","2"
"ARGES","AUTOTURISM","M1","PORSCHE","911TURBO","1"
"ARGES","AUTOTURISM","M1","PORSCHE","","11"
"ARGES","AUTOTURISM","M1","PROTON","IMPIAN","1"
"ARGES","AUTOTURISM","M1","PROTON","","1"
"ARGES","AUTOTURISM","M1","QUATTRO","AUDI RS5","2"
"ARGES","AUTOTURISM","M1","QUATTRO","AUDI R8","2"
"ARGES","AUTOTURISM","M1","RENAULT","CAPTUR","3"
"ARGES","AUTOTURISM","M1","RENAULT","CLIO","413"
"ARGES","AUTOTURISM","M1","RENAULT","CLIO SYMBOL","1"
"ARGES","AUTOTURISM","M1","RENAULT","ESPACE","14"
"ARGES","AUTOTURISM","M1","RENAULT","FLUENCE","84"
"ARGES","AUTOTURISM","M1","RENAULT","KANGOO","87"
"ARGES","AUTOTURISM","M1","RENAULT","KANGOO EXPRES","1"
"ARGES","AUTOTURISM","M1","RENAULT","KOLEOS","20"
"ARGES","AUTOTURISM","M1","RENAULT","LAGUNA","308"
"ARGES","AUTOTURISM","M1","RENAULT","LATITUDE","6"
"ARGES","AUTOTURISM","M1","RENAULT","MASTER","1"
"ARGES","AUTOTURISM","M1","RENAULT","MEGAN","1"
"ARGES","AUTOTURISM","M1","RENAULT","MEGANE","1139"
"ARGES","AUTOTURISM","M1","RENAULT","MEGANE CABRIOLET","1"
"ARGES","AUTOTURISM","M1","RENAULT","MEGANE CLASIC","2"
"ARGES","AUTOTURISM","M1","RENAULT","MEGANE CLASSIC","16"
"ARGES","AUTOTURISM","M1","RENAULT","MEGANE COUPE","4"
"ARGES","AUTOTURISM","M1","RENAULT","MEGANE GRANDTOUR","4"
"ARGES","AUTOTURISM","M1","RENAULT","MEGANE SCENIC","124"
"ARGES","AUTOTURISM","M1","RENAULT","MEGANE SCENIC RX4","1"
"ARGES","AUTOTURISM","M1","RENAULT","MEGANE SPORT","1"
"ARGES","AUTOTURISM","M1","RENAULT","MEGANE 3","2"
"ARGES","AUTOTURISM","M1","RENAULT","MODUS","16"
"ARGES","AUTOTURISM","M1","RENAULT","RAPID","2"
"ARGES","AUTOTURISM","M1","RENAULT","SAFRANE","1"
"ARGES","AUTOTURISM","M1","RENAULT","SCENIC","1"
"ARGES","AUTOTURISM","M1","RENAULT","SPIDER","1"
"ARGES","AUTOTURISM","M1","RENAULT","SYMBOL","1270"
"ARGES","AUTOTURISM","M1","RENAULT","THALIA","4"
"ARGES","AUTOTURISM","M1","RENAULT","TRAFIC","38"
"ARGES","AUTOTURISM","M1","RENAULT","TWINGO","127"
"ARGES","AUTOTURISM","M1","RENAULT","VEL SATIS","3"
"ARGES","AUTOTURISM","M1","RENAULT","11","2"
"ARGES","AUTOTURISM","M1","RENAULT","19","13"
"ARGES","AUTOTURISM","M1","RENAULT","19 CABRIO","1"
"ARGES","AUTOTURISM","M1","RENAULT","19 CHAMADE","2"
"ARGES","AUTOTURISM","M1","RENAULT","21","3"
"ARGES","AUTOTURISM","M1","RENAULT","30","1"
"ARGES","AUTOTURISM","M1","RENAULT","5","1"
"ARGES","AUTOTURISM","M1","RENAULT","9","1"
"ARGES","AUTOTURISM","M1","RENAULT","","2571"
"ARGES","AUTOTURISM","M1","RENAULT-MATRA","","1"
"ARGES","AUTOTURISM","M1","ROLLS ROYCE","","1"
"ARGES","AUTOTURISM","M1","ROVER","COUPE","1"
"ARGES","AUTOTURISM","M1","ROVER","FREELANDER","1"
"ARGES","AUTOTURISM","M1","ROVER","ROVER 75","2"
"ARGES","AUTOTURISM","M1","ROVER","STREETWISE","1"
"ARGES","AUTOTURISM","M1","ROVER","111","1"
"ARGES","AUTOTURISM","M1","ROVER","200","16"
"ARGES","AUTOTURISM","M1","ROVER","214","2"
"ARGES","AUTOTURISM","M1","ROVER","214 GSI","1"
"ARGES","AUTOTURISM","M1","ROVER","216","2"
"ARGES","AUTOTURISM","M1","ROVER","216SI","1"
"ARGES","AUTOTURISM","M1","ROVER","25","8"
"ARGES","AUTOTURISM","M1","ROVER","400","6"
"ARGES","AUTOTURISM","M1","ROVER","414I","1"
"ARGES","AUTOTURISM","M1","ROVER","416","2"
"ARGES","AUTOTURISM","M1","ROVER","416 SI","5"
"ARGES","AUTOTURISM","M1","ROVER","420 SDI","2"
"ARGES","AUTOTURISM","M1","ROVER","45","10"
"ARGES","AUTOTURISM","M1","ROVER","600","1"
"ARGES","AUTOTURISM","M1","ROVER","618I","2"
"ARGES","AUTOTURISM","M1","ROVER","620","1"
"ARGES","AUTOTURISM","M1","ROVER","620 SDI","3"
"ARGES","AUTOTURISM","M1","ROVER","75","24"
"ARGES","AUTOTURISM","M1","ROVER","","55"
"ARGES","AUTOTURISM","M1","SAAB","SAAB 9-3","3"
"ARGES","AUTOTURISM","M1","SAAB","SAAB 9-3 VECTOR","1"
"ARGES","AUTOTURISM","M1","SAAB","SAAB 9-5","1"
"ARGES","AUTOTURISM","M1","SAAB","9000","1"
"ARGES","AUTOTURISM","M1","SAAB","9-3","22"
"ARGES","AUTOTURISM","M1","SAAB","9-5","1"
"ARGES","AUTOTURISM","M1","SAAB","","14"
"ARGES","AUTOTURISM","M1","SANTANA","SAMURAI","2"
"ARGES","AUTOTURISM","M1","SANTANA","VITARA","1"
"ARGES","AUTOTURISM","M1","SEAT","ALHAMBRA","14"
"ARGES","AUTOTURISM","M1","SEAT","ALTEA","10"
"ARGES","AUTOTURISM","M1","SEAT","ALTEA XL","5"
"ARGES","AUTOTURISM","M1","SEAT","ALTEA 4 FREETRACK","2"
"ARGES","AUTOTURISM","M1","SEAT","AROSA","16"
"ARGES","AUTOTURISM","M1","SEAT","CORDOBA","117"
"ARGES","AUTOTURISM","M1","SEAT","CORDOBA VARIO","8"
"ARGES","AUTOTURISM","M1","SEAT","CORDOBA 1.9 TDI","1"
"ARGES","AUTOTURISM","M1","SEAT","CORDOBA-VARIO","6"
"ARGES","AUTOTURISM","M1","SEAT","EXEO","7"
"ARGES","AUTOTURISM","M1","SEAT","IBIZA","357"
"ARGES","AUTOTURISM","M1","SEAT","IBIZA CUPRA","1"
"ARGES","AUTOTURISM","M1","SEAT","INCA","2"
"ARGES","AUTOTURISM","M1","SEAT","LEON","302"
"ARGES","AUTOTURISM","M1","SEAT","LEON 1.9SDI","1"
"ARGES","AUTOTURISM","M1","SEAT","LEON 1.9TDI","1"
"ARGES","AUTOTURISM","M1","SEAT","TOLEDO","103"
"ARGES","AUTOTURISM","M1","SEAT","","237"
"ARGES","AUTOTURISM","M1","SHUANG HUAN","CEO","1"
"ARGES","AUTOTURISM","M1","SIMCA","","1"
"ARGES","AUTOTURISM","M1","SKODA","CITIGO","2"
"ARGES","AUTOTURISM","M1","SKODA","FABIA","1371"
"ARGES","AUTOTURISM","M1","SKODA","FABIA COMBI","5"
"ARGES","AUTOTURISM","M1","SKODA","FAVORIT","1"
"ARGES","AUTOTURISM","M1","SKODA","FELICIA","27"
"ARGES","AUTOTURISM","M1","SKODA","FELICIA COMBI","1"
"ARGES","AUTOTURISM","M1","SKODA","OCTAVIA","2718"
