"JUDET","CATEGORIE_NATIONALA","CATEGORIA_COMUNITARA","MARCA","DESCRIERE_COMERCIALA","TOTAL"
"ARGES","AUTOVEHICUL SPECIAL","N3","OAF","","1"
"ARGES","AUTOVEHICUL SPECIAL","N3","P&G","","1"
"ARGES","AUTOVEHICUL SPECIAL","N3","RENAULT","MIDLUM 240DXI","3"
"ARGES","AUTOVEHICUL SPECIAL","N3","RENAULT","MIDLUM 270.18","1"
"ARGES","AUTOVEHICUL SPECIAL","N3","RENAULT VI","G 220","1"
"ARGES","AUTOVEHICUL SPECIAL","N3","RENAULT VI","MIDLUM","1"
"ARGES","AUTOVEHICUL SPECIAL","N3","RENAULT VI","PREMIU 260","1"
"ARGES","AUTOVEHICUL SPECIAL","N3","RENAULT VI","PREMIUM 260","5"
"ARGES","AUTOVEHICUL SPECIAL","N3","RENAULT VI","PREMIUM 370","2"
"ARGES","AUTOVEHICUL SPECIAL","N3","RENAULT VI","R385TI","1"
"ARGES","AUTOVEHICUL SPECIAL","N3","RENAULT VI","","1"
"ARGES","AUTOVEHICUL SPECIAL","N3","ROMAN","AMT 12.5","1"
"ARGES","AUTOVEHICUL SPECIAL","N3","ROMAN","APCT","1"
"ARGES","AUTOVEHICUL SPECIAL","N3","ROMAN","FA-32","1"
"ARGES","AUTOVEHICUL SPECIAL","N3","ROMAN","UTM 12.5T","1"
"ARGES","AUTOVEHICUL SPECIAL","N3","ROMAN","","35"
"ARGES","AUTOVEHICUL SPECIAL","N3","SCANIA","94D220","1"
"ARGES","AUTOVEHICUL SPECIAL","N3","SCANIA","94D260","1"
"ARGES","AUTOVEHICUL SPECIAL","N3","SCANIA","","1"
"ARGES","AUTOVEHICUL SPECIAL","N3","SR","","1"
"ARGES","AUTOVEHICUL SPECIAL","N3","VOLVO","FL 614 FL","1"
"ARGES","AUTOVEHICUL SPECIAL","N3","VOLVO","FL10","1"
"ARGES","AUTOVEHICUL SPECIAL","N3","VOLVO","FL220","1"
"ARGES","AUTOVEHICUL SPECIAL","N3","VOLVO","FL615","1"
"ARGES","AUTOVEHICUL SPECIAL","N3","VOLVO","FM 12","1"
"ARGES","AUTOVEHICUL SPECIAL","N3","VOLVO","FM 400","1"
"ARGES","AUTOVEHICUL SPECIAL","N3","VOLVO","FM12","1"
"ARGES","AUTOVEHICUL SPECIAL","N3","VOLVO","FS719","1"
"ARGES","AUTOVEHICUL SPECIAL","N3","VOLVO","","8"
"ARGES","AUTOVEHICUL SPECIAL","N3","ZOOMLION","","1"
"ARGES","AUTOVEHICUL SPECIAL","N3G","MAGIRUS","","2"
"ARGES","AUTOVEHICUL SPECIAL","N3G","MAN","TGS 33.400","1"
"ARGES","AUTOVEHICUL SPECIAL","N3G","MAN","","1"
"ARGES","AUTOVEHICUL SPECIAL","N3G","UNIMOG","U1600","1"
"ARGES","AUTOVEHICUL SPECIAL","N3G","UNIMOG","U400","1"
"ARGES","AUTOVEHICUL SPECIAL","N3G","UNIMOG","","1"
"ARGES","MICROBUZ","M2","AUTOBUZUL","","21"
"ARGES","MICROBUZ","M2","CITROEN","JUMPER","2"
"ARGES","MICROBUZ","M2","DAF","","2"
"ARGES","MICROBUZ","M2","DODGE","","2"
"ARGES","MICROBUZ","M2","FIAT","DUCATO","69"
"ARGES","MICROBUZ","M2","FIAT","DUCATO 2.3JTD","1"
"ARGES","MICROBUZ","M2","FIAT","","7"
"ARGES","MICROBUZ","M2","FORD","TRANSIT","6"
"ARGES","MICROBUZ","M2","FORD","","16"
"ARGES","MICROBUZ","M2","FORD-CIBRO","","4"
"ARGES","MICROBUZ","M2","HYUNDAI","","1"
"ARGES","MICROBUZ","M2","IRISBUS","","11"
"ARGES","MICROBUZ","M2","IVECO","DAILY","17"
"ARGES","MICROBUZ","M2","IVECO","DAILY 50C15","2"
"ARGES","MICROBUZ","M2","IVECO","","25"
"ARGES","MICROBUZ","M2","MERCEDES BENZ","SPRINTER","2"
"ARGES","MICROBUZ","M2","MERCEDES BENZ","SPRINTER 308CDI","1"
"ARGES","MICROBUZ","M2","MERCEDES BENZ","SPRINTER 309CDI","1"
"ARGES","MICROBUZ","M2","MERCEDES BENZ","SPRINTER 311 CDI","11"
"ARGES","MICROBUZ","M2","MERCEDES BENZ","SPRINTER 311CDI","9"
"ARGES","MICROBUZ","M2","MERCEDES BENZ","SPRINTER 313 CDI","6"
"ARGES","MICROBUZ","M2","MERCEDES BENZ","SPRINTER 313CDI","3"
"ARGES","MICROBUZ","M2","MERCEDES BENZ","SPRINTER 315 CDI","3"
"ARGES","MICROBUZ","M2","MERCEDES BENZ","SPRINTER 315CDI","5"
"ARGES","MICROBUZ","M2","MERCEDES BENZ","SPRINTER 316 CDI","1"
"ARGES","MICROBUZ","M2","MERCEDES BENZ","SPRINTER 316CDI","1"
"ARGES","MICROBUZ","M2","MERCEDES BENZ","SPRINTER 318 CDI","1"
"ARGES","MICROBUZ","M2","MERCEDES BENZ","SPRINTER 318CDI","1"
"ARGES","MICROBUZ","M2","MERCEDES BENZ","SPRINTER 413 CDI","1"
"ARGES","MICROBUZ","M2","MERCEDES BENZ","SPRINTER 413CDI","12"
"ARGES","MICROBUZ","M2","MERCEDES BENZ","SPRINTER 416CDI","2"
"ARGES","MICROBUZ","M2","MERCEDES BENZ","SPRINTER 511 CDI","3"
"ARGES","MICROBUZ","M2","MERCEDES BENZ","SPRINTER 511CDI","10"
"ARGES","MICROBUZ","M2","MERCEDES BENZ","SPRINTER 515 CDI","9"
"ARGES","MICROBUZ","M2","MERCEDES BENZ","SPRINTER 515CDI","24"
"ARGES","MICROBUZ","M2","MERCEDES BENZ","SPRINTER 518 CDI","1"
"ARGES","MICROBUZ","M2","MERCEDES BENZ","SPRINTER311CDI","1"
"ARGES","MICROBUZ","M2","MERCEDES BENZ","SPRINTER313CDI","1"
"ARGES","MICROBUZ","M2","MERCEDES BENZ","SPRINTER416CDI","1"
"ARGES","MICROBUZ","M2","MERCEDES BENZ","VARIO 613 D","2"
"ARGES","MICROBUZ","M2","MERCEDES BENZ","","208"
"ARGES","MICROBUZ","M2","MERCEDES-BENZ","SPRINTER","3"
"ARGES","MICROBUZ","M2","MERCEDES-BENZ","SPRINTER 310CDI","1"
"ARGES","MICROBUZ","M2","MERCEDES-BENZ","SPRINTER 311 CDI","1"
"ARGES","MICROBUZ","M2","MERCEDES-BENZ","SPRINTER 311CDI","3"
"ARGES","MICROBUZ","M2","MERCEDES-BENZ","SPRINTER 313 CDI","1"
"ARGES","MICROBUZ","M2","MERCEDES-BENZ","SPRINTER 313CDI","24"
"ARGES","MICROBUZ","M2","MERCEDES-BENZ","SPRINTER 315CDI","2"
"ARGES","MICROBUZ","M2","MERCEDES-BENZ","SPRINTER 513 CDI","1"
"ARGES","MICROBUZ","M2","MERCEDES-BENZ","SPRINTER 513CDI","9"
"ARGES","MICROBUZ","M2","MERCEDES-BENZ","SPRINTER 515 CDI","3"
"ARGES","MICROBUZ","M2","MERCEDES-BENZ","SPRINTER 515CDI","7"
"ARGES","MICROBUZ","M2","MERCEDES-BENZ","SPRINTER 516 CDI","5"
"ARGES","MICROBUZ","M2","MERCEDES-BENZ","SPRINTER 516CDI","5"
"ARGES","MICROBUZ","M2","OPEL","MOVANO","1"
"ARGES","MICROBUZ","M2","PEUGEOT","","9"
"ARGES","MICROBUZ","M2","RENAULT","MASTER","8"
"ARGES","MICROBUZ","M2","RENAULT","MASTER T35D","1"
"ARGES","MICROBUZ","M2","RENAULT","TRAFIC","1"
"ARGES","MICROBUZ","M2","RENAULT","","11"
"ARGES","MICROBUZ","M2","ROCAR","","14"
"ARGES","MICROBUZ","M2","VOLKSWAGEN","CRAFTER","42"
"ARGES","MICROBUZ","M2","VOLKSWAGEN","LT 35","24"
"ARGES","MICROBUZ","M2","VOLKSWAGEN","LT 46","4"
"ARGES","MICROBUZ","M2","VOLKSWAGEN","LT35","14"
"ARGES","MICROBUZ","M2","VOLKSWAGEN","LT46","3"
"ARGES","MICROBUZ","M2","VOLKSWAGEN","SPRINTER","1"
"ARGES","MICROBUZ","M2","VOLKSWAGEN","","77"
"ARGES","MICROBUZ","M3","IVECO","DAILY","1"
"ARGES","MICROBUZ","M3","IVECO","","17"
"ARGES","MICROBUZ","M3","MERCEDES BENZ","VARIO 615D","1"
"ARGES","MICROBUZ","M3","MERCEDES BENZ","","7"
"ARGES","MICROBUZ","M3","ROCAR","","1"
"ARGES","MOPED","L1e","APRILIA","","1"
"ARGES","MOPED","L1e","BEIGUANG","","1"
"ARGES","MOPED","L1e","GILERA","","1"
"ARGES","MOPED","L1e","PEUGEOT","","3"
"ARGES","MOPED","L1e","PIAGGIO","","2"
"ARGES","MOPED","L1e","QINGQI","","6"
"ARGES","MOPED","L1e","QINGQ1","","1"
"ARGES","MOTOCAR","L3e","MURAVEI","","3"
"ARGES","MOTOCICLETA","L3e","APRILIA","","15"
"ARGES","MOTOCICLETA","L3e","BMW","","16"
"ARGES","MOTOCICLETA","L3e","CAGIVA","","10"
"ARGES","MOTOCICLETA","L3e","CZ","","4"
"ARGES","MOTOCICLETA","L3e","DAELIM","","1"
"ARGES","MOTOCICLETA","L3e","DNEPR","","6"
"ARGES","MOTOCICLETA","L3e","DUCATI","","4"
"ARGES","MOTOCICLETA","L3e","GILERA","","6"
"ARGES","MOTOCICLETA","L3e","HARLEY DAVIDSON","","2"
"ARGES","MOTOCICLETA","L3e","HONDA","","57"
"ARGES","MOTOCICLETA","L3e","IJ","","29"
"ARGES","MOTOCICLETA","L3e","JAWA","","24"
"ARGES","MOTOCICLETA","L3e","JINLUN","","2"
"ARGES","MOTOCICLETA","L3e","KAWASAKI","","43"
"ARGES","MOTOCICLETA","L3e","KTM","","6"
"ARGES","MOTOCICLETA","L3e","MINSK","","39"
"ARGES","MOTOCICLETA","L3e","MMVZ","","1"
"ARGES","MOTOCICLETA","L3e","MOBRA","","8"
"ARGES","MOTOCICLETA","L3e","MOTO-GUZZI","","1"
"ARGES","MOTOCICLETA","L3e","MOTO-MORINI","","1"
"ARGES","MOTOCICLETA","L3e","MURAVEI","","1"
"ARGES","MOTOCICLETA","L3e","MZ","","15"
"ARGES","MOTOCICLETA","L3e","MZ/ETZ","","4"
"ARGES","MOTOCICLETA","L3e","PIAGGIO","","7"
"ARGES","MOTOCICLETA","L3e","QINGQI","","22"
"ARGES","MOTOCICLETA","L3e","SIMSON","","6"
"ARGES","MOTOCICLETA","L3e","SUZUKI","","41"
"ARGES","MOTOCICLETA","L3e","TMZ","","2"
"ARGES","MOTOCICLETA","L3e","VOSHOD","","21"
"ARGES","MOTOCICLETA","L3e","YAMAHA","","50"
"ARGES","MOTOCICLETA","L4e","AWO","","1"
"ARGES","MOTOCICLETA","L4e","DNEPR","","6"
"ARGES","MOTOCICLETA","L4e","IJ","","11"
"ARGES","MOTOCICLETA","L4e","JAWA","","1"
"ARGES","MOTOCICLETA","L4e","M","","1"
"ARGES","MOTOCICLETA","L4e","MZ","","1"
"ARGES","MOTOCICLETA","L4e","SIMSON","","2"
"ARGES","MOTOCICLETA","L4e","URAL","","1"
"ARGES","MOTOCICLU","L1e","APRILIA","RS 125","1"
"ARGES","MOTOCICLU","L1e","APRILIA","RS50","1"
"ARGES","MOTOCICLU","L1e","APRILIA","SR SPORT","1"
"ARGES","MOTOCICLU","L1e","BAOTIAN","","2"
"ARGES","MOTOCICLU","L1e","FIRST BIKE","FB50QT-15","4"
"ARGES","MOTOCICLU","L1e","FIRST BIKE","FB50QT-7","1"
"ARGES","MOTOCICLU","L1e","FIRST BIKE","FB50QT-9","3"
"ARGES","MOTOCICLU","L1e","FIRST BIKE","","1"
"ARGES","MOTOCICLU","L1e","FUTONG","","1"
"ARGES","MOTOCICLU","L1e","GILERA","RUNER SP 50","1"
"ARGES","MOTOCICLU","L1e","GILERA","","1"
"ARGES","MOTOCICLU","L1e","HERO","CITYFLEX","1"
"ARGES","MOTOCICLU","L1e","IJIN DING","","1"
"ARGES","MOTOCICLU","L1e","JINLUN","JL50QT-5","4"
"ARGES","MOTOCICLU","L1e","JONWAY","","1"
"ARGES","MOTOCICLU","L1e","KEEWAY","MATRIX","1"
"ARGES","MOTOCICLU","L1e","KYMKO","AGILITY50","1"
"ARGES","MOTOCICLU","L1e","KYMKO","VITALITY","3"
"ARGES","MOTOCICLU","L1e","LIFAN","","1"
"ARGES","MOTOCICLU","L1e","LONCIN","","2"
"ARGES","MOTOCICLU","L1e","MALAGUTI","F12 PHANTOM","1"
"ARGES","MOTOCICLU","L1e","PEDA","VIA 50","1"
"ARGES","MOTOCICLU","L1e","PEDA","","1"
"ARGES","MOTOCICLU","L1e","PEGAS POWER","PEGAS POWER","15"
"ARGES","MOTOCICLU","L1e","PEUGEOT","FIGHT","4"
"ARGES","MOTOCICLU","L1e","PEUGEOT","JETFORCE","1"
"ARGES","MOTOCICLU","L1e","PEUGEOT","LUDIX","1"
"ARGES","MOTOCICLU","L1e","PEUGEOT","TREK","1"
"ARGES","MOTOCICLU","L1e","PEUGEOT","VIVACITY","12"
"ARGES","MOTOCICLU","L1e","PEUGEOT","","3"
"ARGES","MOTOCICLU","L1e","PIAGGIO","","2"
"ARGES","MOTOCICLU","L1e","SKYGO","SG50Q-2","1"
"ARGES","MOTOCICLU","L1e","TGB","","1"
"ARGES","MOTOCICLU","L1e","YIBEN","YB50QT-9","1"
"ARGES","MOTOCICLU","L1e","YIYING","PYTHON 50","1"
"ARGES","MOTOCICLU","L1e","YIYING","","1"
"ARGES","MOTOCICLU","L1e","ZNEN","ZN50QT-15D","1"
"ARGES","MOTOCICLU","L2e","DNEPR","KMZ-8.155-02","1"
"ARGES","MOTOCICLU","L3e","APRILIA","ATLANTIC 500","1"
"ARGES","MOTOCICLU","L3e","APRILIA","LEONARDO","2"
"ARGES","MOTOCICLU","L3e","APRILIA","PEGASO","1"
"ARGES","MOTOCICLU","L3e","APRILIA","PEGASO CUBE 650","2"
"ARGES","MOTOCICLU","L3e","APRILIA","PEGASO 650","1"
"ARGES","MOTOCICLU","L3e","APRILIA","RED ROSE","1"
"ARGES","MOTOCICLU","L3e","APRILIA","RS 125","1"
"ARGES","MOTOCICLU","L3e","APRILIA","RS125","4"
"ARGES","MOTOCICLU","L3e","APRILIA","SCARABEO","1"
"ARGES","MOTOCICLU","L3e","APRILIA","SCARABEO150","3"
"ARGES","MOTOCICLU","L3e","APRILIA","TUAREG WIND","1"
"ARGES","MOTOCICLU","L3e","APRILIA","250 RS","2"
"ARGES","MOTOCICLU","L3e","APRILIA","","11"
"ARGES","MOTOCICLU","L3e","BAOTIAN","","3"
"ARGES","MOTOCICLU","L3e","BELGARDA","600TTR","1"
"ARGES","MOTOCICLU","L3e","BMW","F 650","2"
"ARGES","MOTOCICLU","L3e","BMW","F 650 GS DAKAR","1"
"ARGES","MOTOCICLU","L3e","BMW","F 650 ST","1"
"ARGES","MOTOCICLU","L3e","BMW","F 800 GS","1"
"ARGES","MOTOCICLU","L3e","BMW","F650","2"
"ARGES","MOTOCICLU","L3e","BMW","F650GS","5"
"ARGES","MOTOCICLU","L3e","BMW","K 1200 S","2"
"ARGES","MOTOCICLU","L3e","BMW","K1200LT","2"
"ARGES","MOTOCICLU","L3e","BMW","R 1200 GS","1"
"ARGES","MOTOCICLU","L3e","BMW","R 1200 GS ADVENTURE","1"
"ARGES","MOTOCICLU","L3e","BMW","R 1200 RT","1"
"ARGES","MOTOCICLU","L3e","BMW","R1100GS","1"
"ARGES","MOTOCICLU","L3e","BMW","R1100R","1"
"ARGES","MOTOCICLU","L3e","BMW","R1100S","1"
"ARGES","MOTOCICLU","L3e","BMW","R1200GS","1"
"ARGES","MOTOCICLU","L3e","BMW","R80 RT","1"
"ARGES","MOTOCICLU","L3e","BMW","S 1000 RR","2"
"ARGES","MOTOCICLU","L3e","BMW","","2"
"ARGES","MOTOCICLU","L3e","BUELL","1125R","1"
"ARGES","MOTOCICLU","L3e","CAGIVA","MITO","1"
"ARGES","MOTOCICLU","L3e","CAGIVA","MITO 125","1"
"ARGES","MOTOCICLU","L3e","CAGIVA","RAPTOR 650","2"
"ARGES","MOTOCICLU","L3e","CAGIVA","","1"
"ARGES","MOTOCICLU","L3e","CH MOTO","LAMBRETTA 125N","1"
"ARGES","MOTOCICLU","L3e","CN MOTO","FL125T-23","2"
"ARGES","MOTOCICLU","L3e","CN MOTO","JSD250T-2","2"
"ARGES","MOTOCICLU","L3e","CN MOTO","KS125-16B","1"
"ARGES","MOTOCICLU","L3e","CN MOTO","WANGYE","1"
"ARGES","MOTOCICLU","L3e","CN MOTO","ZN125T-15D","1"
"ARGES","MOTOCICLU","L3e","CN MOTO","","1"
"ARGES","MOTOCICLU","L3e","CZ","","3"
"ARGES","MOTOCICLU","L3e","DAELIM","ADVANCE","1"
"ARGES","MOTOCICLU","L3e","DERBI","SENDA R125 4T","1"
"ARGES","MOTOCICLU","L3e","DERBI","SENDA 125","1"
"ARGES","MOTOCICLU","L3e","DUCATI","MONSTER","1"
"ARGES","MOTOCICLU","L3e","DUCATI","MONSTER DARK","2"
"ARGES","MOTOCICLU","L3e","DUCATI","MONSTER 796 ABS","1"
"ARGES","MOTOCICLU","L3e","DUCATI","ST3","1"
"ARGES","MOTOCICLU","L3e","DUCATI","ST4","1"
"ARGES","MOTOCICLU","L3e","FIRST BIKE","FB125L-4B","5"
"ARGES","MOTOCICLU","L3e","FIRST BIKE","FB125T-9","2"
"ARGES","MOTOCICLU","L3e","FIRST BIKE","FB150T-7B","7"
"ARGES","MOTOCICLU","L3e","FIRST BIKE","FB150T-9","2"
"ARGES","MOTOCICLU","L3e","FIRST BIKE","FB150-23","4"
"ARGES","MOTOCICLU","L3e","FIRST BIKE","FB150-5A","2"
"ARGES","MOTOCICLU","L3e","FIRST BIKE","NITRO","1"
"ARGES","MOTOCICLU","L3e","FIRST BIKE","","12"
"ARGES","MOTOCICLU","L3e","GARRELLI","125","1"
"ARGES","MOTOCICLU","L3e","GAS GAS","ENDURO","1"
"ARGES","MOTOCICLU","L3e","GILERA","FUOCO","1"
"ARGES","MOTOCICLU","L3e","HARLEY DAVIDSON","FXCW ROCKER","1"
"ARGES","MOTOCICLU","L3e","HARLEY DAVIDSON","SOFTAIL DELUXE","1"
"ARGES","MOTOCICLU","L3e","HARLEY DAVIDSON","VRSCA V-ROD","1"
"ARGES","MOTOCICLU","L3e","HARLEY DAVIDSON","VRSCAW V-ROD","1"
"ARGES","MOTOCICLU","L3e","HARLEY DAVIDSON","XL SPORTSTER 883 L","1"
"ARGES","MOTOCICLU","L3e","HARLEY DAVIDSON","XL883N IRON","1"
"ARGES","MOTOCICLU","L3e","HEALTH EXCEED","","1"
"ARGES","MOTOCICLU","L3e","HI-BIRD","FLAMINGO","2"
"ARGES","MOTOCICLU","L3e","HONDA","AFRICA TWIN","1"
"ARGES","MOTOCICLU","L3e","HONDA","BLACK WIDOW","1"
"ARGES","MOTOCICLU","L3e","HONDA","BR600","1"
"ARGES","MOTOCICLU","L3e","HONDA","CB 600F","1"
"ARGES","MOTOCICLU","L3e","HONDA","CBF125M","1"
"ARGES","MOTOCICLU","L3e","HONDA","CBF250","2"
"ARGES","MOTOCICLU","L3e","HONDA","CBF500A","1"
"ARGES","MOTOCICLU","L3e","HONDA","CBF600SA","2"
"ARGES","MOTOCICLU","L3e","HONDA","CBR 1000 RR","2"
"ARGES","MOTOCICLU","L3e","HONDA","CBR 600","6"
"ARGES","MOTOCICLU","L3e","HONDA","CBR 600 F","17"
"ARGES","MOTOCICLU","L3e","HONDA","CBR 600 HONNER","1"
"ARGES","MOTOCICLU","L3e","HONDA","CBR 600F","4"
"ARGES","MOTOCICLU","L3e","HONDA","CBR 600RR","1"
"ARGES","MOTOCICLU","L3e","HONDA","CBR 900","1"
"ARGES","MOTOCICLU","L3e","HONDA","CBR 900 FIREBLADE","1"
"ARGES","MOTOCICLU","L3e","HONDA","CBR 900 RR","9"
"ARGES","MOTOCICLU","L3e","HONDA","CBR1000F","2"
"ARGES","MOTOCICLU","L3e","HONDA","CBR1000RR","2"
"ARGES","MOTOCICLU","L3e","HONDA","CBR1100","1"
"ARGES","MOTOCICLU","L3e","HONDA","CBR1100XX","2"
"ARGES","MOTOCICLU","L3e","HONDA","CBR125R","5"
"ARGES","MOTOCICLU","L3e","HONDA","CBR600","1"
"ARGES","MOTOCICLU","L3e","HONDA","CBR600F","11"
"ARGES","MOTOCICLU","L3e","HONDA","CBR600RR","5"
"ARGES","MOTOCICLU","L3e","HONDA","CBR900","4"
"ARGES","MOTOCICLU","L3e","HONDA","CBR900RR FIRE BLADE","7"
"ARGES","MOTOCICLU","L3e","HONDA","CB500","3"
"ARGES","MOTOCICLU","L3e","HONDA","CB500R","1"
"ARGES","MOTOCICLU","L3e","HONDA","CB600 HORNET","1"
"ARGES","MOTOCICLU","L3e","HONDA","CB600F HORNET","1"
"ARGES","MOTOCICLU","L3e","HONDA","CG125","1"
"ARGES","MOTOCICLU","L3e","HONDA","CMX250C REBEL","1"
"ARGES","MOTOCICLU","L3e","HONDA","CRF 450X","1"
"ARGES","MOTOCICLU","L3e","HONDA","DEAUVILLE","3"
"ARGES","MOTOCICLU","L3e","HONDA","DOMINATOR","3"
"ARGES","MOTOCICLU","L3e","HONDA","FES150 PANTHEON","1"
"ARGES","MOTOCICLU","L3e","HONDA","FES250-FORESIGHT","1"
"ARGES","MOTOCICLU","L3e","HONDA","FMX650","1"
"ARGES","MOTOCICLU","L3e","HONDA","FORESIGHT","1"
"ARGES","MOTOCICLU","L3e","HONDA","FT 500","1"
"ARGES","MOTOCICLU","L3e","HONDA","GL1800","1"
"ARGES","MOTOCICLU","L3e","HONDA","HORNET","5"
"ARGES","MOTOCICLU","L3e","HONDA","MAGNA VF700C","1"
"ARGES","MOTOCICLU","L3e","HONDA","NHX110WH","1"
"ARGES","MOTOCICLU","L3e","HONDA","NSR 125","2"
"ARGES","MOTOCICLU","L3e","HONDA","NT 650 VX DEAUVLLE","1"
"ARGES","MOTOCICLU","L3e","HONDA","NX 650","1"
"ARGES","MOTOCICLU","L3e","HONDA","PANTHEON","2"
"ARGES","MOTOCICLU","L3e","HONDA","PHANTEON","4"
"ARGES","MOTOCICLU","L3e","HONDA","REBEL","2"
"ARGES","MOTOCICLU","L3e","HONDA","SHADOW","3"
"ARGES","MOTOCICLU","L3e","HONDA","SHADOW V2 CUSTOM","1"
"ARGES","MOTOCICLU","L3e","HONDA","SILVER WING","1"
"ARGES","MOTOCICLU","L3e","HONDA","SPAZIO","1"
"ARGES","MOTOCICLU","L3e","HONDA","TRANSALP","1"
"ARGES","MOTOCICLU","L3e","HONDA","TRANSALP 600V","3"
"ARGES","MOTOCICLU","L3e","HONDA","VARADERO","1"
"ARGES","MOTOCICLU","L3e","HONDA","VFR 750 F","1"
"ARGES","MOTOCICLU","L3e","HONDA","VFR 800","1"
"ARGES","MOTOCICLU","L3e","HONDA","VFR800A","1"
"ARGES","MOTOCICLU","L3e","HONDA","VT 500 CUSTOM","1"
"ARGES","MOTOCICLU","L3e","HONDA","VT 600 C","1"
"ARGES","MOTOCICLU","L3e","HONDA","VTR 1000","2"
"ARGES","MOTOCICLU","L3e","HONDA","VTR1000F","1"
"ARGES","MOTOCICLU","L3e","HONDA","VT600 SHADOW","1"
"ARGES","MOTOCICLU","L3e","HONDA","VT600C SHADOW","4"
"ARGES","MOTOCICLU","L3e","HONDA","VT750C2","1"
"ARGES","MOTOCICLU","L3e","HONDA","XBR500","2"
"ARGES","MOTOCICLU","L3e","HONDA","XL 600","2"
"ARGES","MOTOCICLU","L3e","HONDA","XL1000V","1"
"ARGES","MOTOCICLU","L3e","HONDA","XL1000V VARADERO","3"
"ARGES","MOTOCICLU","L3e","HONDA","XL600V TRANSALP","2"
"ARGES","MOTOCICLU","L3e","HONDA","XL650V","1"
"ARGES","MOTOCICLU","L3e","HONDA","XL650V TRANSALP","1"
"ARGES","MOTOCICLU","L3e","HONDA","XR125L","1"
"ARGES","MOTOCICLU","L3e","HONDA","XR400R","1"
"ARGES","MOTOCICLU","L3e","HONDA","450 REBEL","1"
"ARGES","MOTOCICLU","L3e","HONDA","600 F HORNET","1"
"ARGES","MOTOCICLU","L3e","HONDA","","2"
"ARGES","MOTOCICLU","L3e","HSUN","","1"
"ARGES","MOTOCICLU","L3e","HUATIAN","HT150T-3A","2"
"ARGES","MOTOCICLU","L3e","HUSABERG","600 FE","1"
"ARGES","MOTOCICLU","L3e","HUSQVARNA","350TE","1"
"ARGES","MOTOCICLU","L3e","HUSQVARNA","610","1"
"ARGES","MOTOCICLU","L3e","HYOSUNG","COMET","2"
"ARGES","MOTOCICLU","L3e","IJ","350","1"
"ARGES","MOTOCICLU","L3e","JAWA","350","2"
"ARGES","MOTOCICLU","L3e","JMSTAR","JSD150T-15","3"
"ARGES","MOTOCICLU","L3e","KAWASAKI","CUSTOM","1"
"ARGES","MOTOCICLU","L3e","KAWASAKI","EL 252","1"
"ARGES","MOTOCICLU","L3e","KAWASAKI","ELIMINATOR","2"
"ARGES","MOTOCICLU","L3e","KAWASAKI","EL250","1"
"ARGES","MOTOCICLU","L3e","KAWASAKI","EN","1"
"ARGES","MOTOCICLU","L3e","KAWASAKI","ER-5","1"
"ARGES","MOTOCICLU","L3e","KAWASAKI","ER5","3"
"ARGES","MOTOCICLU","L3e","KAWASAKI","ER-6F","2"
"ARGES","MOTOCICLU","L3e","KAWASAKI","ER-6N","2"
"ARGES","MOTOCICLU","L3e","KAWASAKI","ER-6N ABS","2"
"ARGES","MOTOCICLU","L3e","KAWASAKI","GPX600","1"
"ARGES","MOTOCICLU","L3e","KAWASAKI","GPZ 1000","1"
"ARGES","MOTOCICLU","L3e","KAWASAKI","GPZ 500 S","3"
"ARGES","MOTOCICLU","L3e","KAWASAKI","GPZ 550","1"
"ARGES","MOTOCICLU","L3e","KAWASAKI","GPZ 600R","1"
"ARGES","MOTOCICLU","L3e","KAWASAKI","GPZ500","2"
"ARGES","MOTOCICLU","L3e","KAWASAKI","GPZ500S","4"
"ARGES","MOTOCICLU","L3e","KAWASAKI","GPZ900","1"
"ARGES","MOTOCICLU","L3e","KAWASAKI","KAZER R","1"
"ARGES","MOTOCICLU","L3e","KAWASAKI","KLE500","2"
"ARGES","MOTOCICLU","L3e","KAWASAKI","KLR650","1"
"ARGES","MOTOCICLU","L3e","KAWASAKI","KLX250","1"
"ARGES","MOTOCICLU","L3e","KAWASAKI","KLX650","1"
"ARGES","MOTOCICLU","L3e","KAWASAKI","KMX125","1"
"ARGES","MOTOCICLU","L3e","KAWASAKI","LTD454","1"
"ARGES","MOTOCICLU","L3e","KAWASAKI","NINJA","8"
"ARGES","MOTOCICLU","L3e","KAWASAKI","NINJA ZX-10R","4"
"ARGES","MOTOCICLU","L3e","KAWASAKI","NINJA ZX-6R","5"
"ARGES","MOTOCICLU","L3e","KAWASAKI","NINJA ZX6R","3"
"ARGES","MOTOCICLU","L3e","KAWASAKI","NINJA ZX-9R","1"
"ARGES","MOTOCICLU","L3e","KAWASAKI","VERSYS ABS","1"
"ARGES","MOTOCICLU","L3e","KAWASAKI","VN1600 CLASSIC","1"
"ARGES","MOTOCICLU","L3e","KAWASAKI","VN800 CLASSIC","1"
"ARGES","MOTOCICLU","L3e","KAWASAKI","VULCAN 750","1"
"ARGES","MOTOCICLU","L3e","KAWASAKI","ZR 7","1"
"ARGES","MOTOCICLU","L3e","KAWASAKI","ZX 750R","1"
"ARGES","MOTOCICLU","L3e","KAWASAKI","ZXR400","2"
"ARGES","MOTOCICLU","L3e","KAWASAKI","ZXR750 NINJA","1"
"ARGES","MOTOCICLU","L3e","KAWASAKI","ZX6R","3"
"ARGES","MOTOCICLU","L3e","KAWASAKI","ZX-6R NINJA","1"
