"VALUE_NAME","RAR_CATEGORY","VEHICLE_COMM_CATEG","VEHICLE_BRAND","COMMERCIAL_DESCRIPTION","COUNT(*)"
"ARGES","AUTOSPECIALIZATA","N1","IVECO","","18"
"ARGES","AUTOSPECIALIZATA","N1","MEDIAS","","2"
"ARGES","AUTOSPECIALIZATA","N1","MERCEDES BENZ","","11"
"ARGES","AUTOSPECIALIZATA","N1","NISSAN","","3"
"ARGES","AUTOSPECIALIZATA","N1","PEUGEOT","","5"
"ARGES","AUTOSPECIALIZATA","N1","ROCAR","","1"
"ARGES","AUTOSPECIALIZATA","N1","ROMPRIM","","1"
"ARGES","AUTOSPECIALIZATA","N1","VOLKSWAGEN","","6"
"ARGES","AUTOSPECIALIZATA","N2","AB","","16"
"ARGES","AUTOSPECIALIZATA","N2","ARO","","1"
"ARGES","AUTOSPECIALIZATA","N2","AUTOMECANICA","","8"
"ARGES","AUTOSPECIALIZATA","N2","DAC","","1"
"ARGES","AUTOSPECIALIZATA","N2","DAF","","1"
"ARGES","AUTOSPECIALIZATA","N2","FIAT","","3"
"ARGES","AUTOSPECIALIZATA","N2","GAZ","","2"
"ARGES","AUTOSPECIALIZATA","N2","IFA","","3"
"ARGES","AUTOSPECIALIZATA","N2","IVECO","","25"
"ARGES","AUTOSPECIALIZATA","N2","IVECO MAGIRUS","","1"
"ARGES","AUTOSPECIALIZATA","N2","MAN","","4"
"ARGES","AUTOSPECIALIZATA","N2","MEDIAS","","2"
"ARGES","AUTOSPECIALIZATA","N2","MERCEDES BENZ","","12"
"ARGES","AUTOSPECIALIZATA","N2","MICTON","","2"
"ARGES","AUTOSPECIALIZATA","N2","MITSUBISHI","","2"
"ARGES","AUTOSPECIALIZATA","N2","MULTICAR","","3"
"ARGES","AUTOSPECIALIZATA","N2","RENAULT","","1"
"ARGES","AUTOSPECIALIZATA","N2","RENAULT VI","","3"
"ARGES","AUTOSPECIALIZATA","N2","ROCAR","","10"
"ARGES","AUTOSPECIALIZATA","N2","ROMAN","","7"
"ARGES","AUTOSPECIALIZATA","N2","SR","","2"
"ARGES","AUTOSPECIALIZATA","N2","SRD","","7"
"ARGES","AUTOSPECIALIZATA","N2","VOLKSWAGEN","","1"
"ARGES","AUTOSPECIALIZATA","N3","AB","","73"
"ARGES","AUTOSPECIALIZATA","N3","ARAD","","2"
"ARGES","AUTOSPECIALIZATA","N3","AUTOMECANICA","","91"
"ARGES","AUTOSPECIALIZATA","N3","DAC","","16"
"ARGES","AUTOSPECIALIZATA","N3","FIAT","","1"
"ARGES","AUTOSPECIALIZATA","N3","IVECO","","21"
"ARGES","AUTOSPECIALIZATA","N3","IVECO MAGIRUS","","1"
"ARGES","AUTOSPECIALIZATA","N3","KAMAZ","","1"
"ARGES","AUTOSPECIALIZATA","N3","KAZ","","1"
"ARGES","AUTOSPECIALIZATA","N3","MAN","","15"
"ARGES","AUTOSPECIALIZATA","N3","MARSA","","192"
"ARGES","AUTOSPECIALIZATA","N3","MERCEDES BENZ","","46"
"ARGES","AUTOSPECIALIZATA","N3","METALCAR","","2"
"ARGES","AUTOSPECIALIZATA","N3","RENAULT","","2"
"ARGES","AUTOSPECIALIZATA","N3","RENAULT VI","","9"
"ARGES","AUTOSPECIALIZATA","N3","ROMAN","","684"
"ARGES","AUTOSPECIALIZATA","N3","ROMPRIM","","1"
"ARGES","AUTOSPECIALIZATA","N3","SCANIA","","2"
"ARGES","AUTOSPECIALIZATA","N3","TATRA","","11"
"ARGES","AUTOSPECIALIZATA","N3","VOLVO","","13"
"ARGES","AUTOTRACTOR","N2","SR","","1"
"ARGES","AUTOTRACTOR","N3","AB","","36"
"ARGES","AUTOTRACTOR","N3","DAC","","1"
"ARGES","AUTOTRACTOR","N3","DAF","","203"
"ARGES","AUTOTRACTOR","N3","INTERNATIONAL","","1"
"ARGES","AUTOTRACTOR","N3","IVECO","STRALIS","1"
"ARGES","AUTOTRACTOR","N3","IVECO","","229"
"ARGES","AUTOTRACTOR","N3","IVECO MAGIRUS","","20"
"ARGES","AUTOTRACTOR","N3","MAN","","190"
"ARGES","AUTOTRACTOR","N3","MERCEDES BENZ","ACTROS 1840LS","1"
"ARGES","AUTOTRACTOR","N3","MERCEDES BENZ","","68"
"ARGES","AUTOTRACTOR","N3","PETERBILT","","1"
"ARGES","AUTOTRACTOR","N3","RENAULT","","20"
"ARGES","AUTOTRACTOR","N3","RENAULT VI","","20"
"ARGES","AUTOTRACTOR","N3","ROMAN","","76"
"ARGES","AUTOTRACTOR","N3","SCANIA","","39"
"ARGES","AUTOTRACTOR","N3","TATRA","","1"
"ARGES","AUTOTRACTOR","N3","VOLVO","","162"
"ARGES","AUTOTURISM","M1","ALFA ROMEO","145","6"
"ARGES","AUTOTURISM","M1","ALFA ROMEO","146","9"
"ARGES","AUTOTURISM","M1","ALFA ROMEO","147","46"
"ARGES","AUTOTURISM","M1","ALFA ROMEO","155","3"
"ARGES","AUTOTURISM","M1","ALFA ROMEO","156","65"
"ARGES","AUTOTURISM","M1","ALFA ROMEO","156 Q4","1"
"ARGES","AUTOTURISM","M1","ALFA ROMEO","156 SPORTWAGON","7"
"ARGES","AUTOTURISM","M1","ALFA ROMEO","159","24"
"ARGES","AUTOTURISM","M1","ALFA ROMEO","159 SPORT WAGON","1"
"ARGES","AUTOTURISM","M1","ALFA ROMEO","159 SPORTWAGON","3"
"ARGES","AUTOTURISM","M1","ALFA ROMEO","166","4"
"ARGES","AUTOTURISM","M1","ALFA ROMEO","33","1"
"ARGES","AUTOTURISM","M1","ALFA ROMEO","ALFA GIULIETTA","1"
"ARGES","AUTOTURISM","M1","ALFA ROMEO","ALFA MITO","2"
"ARGES","AUTOTURISM","M1","ALFA ROMEO","ALFA ROMEO 145","2"
"ARGES","AUTOTURISM","M1","ALFA ROMEO","ALFA ROMEO 147","7"
"ARGES","AUTOTURISM","M1","ALFA ROMEO","ALFA ROMEO 159","6"
"ARGES","AUTOTURISM","M1","ALFA ROMEO","ALFA ROMEO 159 SPORTWAGON","1"
"ARGES","AUTOTURISM","M1","ALFA ROMEO","CROSSWAGON","2"
"ARGES","AUTOTURISM","M1","ALFA ROMEO","GIULIA","1"
"ARGES","AUTOTURISM","M1","ALFA ROMEO","GIULIETTA","2"
"ARGES","AUTOTURISM","M1","ALFA ROMEO","GT","5"
"ARGES","AUTOTURISM","M1","ALFA ROMEO","GTV T.SPARK 16V","1"
"ARGES","AUTOTURISM","M1","ALFA ROMEO","MITO","4"
"ARGES","AUTOTURISM","M1","ALFA ROMEO","","89"
"ARGES","AUTOTURISM","M1","ARO","10.2","1"
"ARGES","AUTOTURISM","M1","ARO","10.4","3"
"ARGES","AUTOTURISM","M1","ARO","328","1"
"ARGES","AUTOTURISM","M1","ARO","SPARTANA","6"
"ARGES","AUTOTURISM","M1","ARO","","1401"
"ARGES","AUTOTURISM","M1","ASIA","","2"
"ARGES","AUTOTURISM","M1","ASTON MARTIN","DBS","2"
"ARGES","AUTOTURISM","M1","AUDI","100","3"
"ARGES","AUTOTURISM","M1","AUDI","100 AVANT","2"
"ARGES","AUTOTURISM","M1","AUDI","100 AVANT QUATTRO","1"
"ARGES","AUTOTURISM","M1","AUDI","5000","1"
"ARGES","AUTOTURISM","M1","AUDI","80","38"
"ARGES","AUTOTURISM","M1","AUDI","80 AVANT","17"
"ARGES","AUTOTURISM","M1","AUDI","A 3","5"
"ARGES","AUTOTURISM","M1","AUDI","A 4","3"
"ARGES","AUTOTURISM","M1","AUDI","A 6","4"
"ARGES","AUTOTURISM","M1","AUDI","A 8","2"
"ARGES","AUTOTURISM","M1","AUDI","A1","5"
"ARGES","AUTOTURISM","M1","AUDI","A1 SPORTBACK","5"
"ARGES","AUTOTURISM","M1","AUDI","A2","13"
"ARGES","AUTOTURISM","M1","AUDI","A3","202"
"ARGES","AUTOTURISM","M1","AUDI","A3 CABRIOLET","1"
"ARGES","AUTOTURISM","M1","AUDI","A3 LIMOUSINE","2"
"ARGES","AUTOTURISM","M1","AUDI","A3 SPORTBACK","4"
"ARGES","AUTOTURISM","M1","AUDI","A3 TDI","2"
"ARGES","AUTOTURISM","M1","AUDI","A4","1487"
"ARGES","AUTOTURISM","M1","AUDI","A4 3.0 TDI QUATTRO","1"
"ARGES","AUTOTURISM","M1","AUDI","A4 ALLROAD","2"
"ARGES","AUTOTURISM","M1","AUDI","A4 ALLROAD QUATTRO","7"
"ARGES","AUTOTURISM","M1","AUDI","A4 AVANT","55"
"ARGES","AUTOTURISM","M1","AUDI","A4 AVANT QUATTRO","1"
"ARGES","AUTOTURISM","M1","AUDI","A4 CABRIOLET","1"
"ARGES","AUTOTURISM","M1","AUDI","A4 LIMOUSINE","16"
"ARGES","AUTOTURISM","M1","AUDI","A4 QUATTRO","7"
"ARGES","AUTOTURISM","M1","AUDI","A4/ S4","3"
"ARGES","AUTOTURISM","M1","AUDI","A5","68"
"ARGES","AUTOTURISM","M1","AUDI","A5 CABRIOLET","3"
"ARGES","AUTOTURISM","M1","AUDI","A5 SPORTBACK","11"
"ARGES","AUTOTURISM","M1","AUDI","A6","476"
"ARGES","AUTOTURISM","M1","AUDI","A6 ALLROAD QUATRO","1"
"ARGES","AUTOTURISM","M1","AUDI","A6 ALLROAD QUATTRO","12"
"ARGES","AUTOTURISM","M1","AUDI","A6 AVANT","6"
"ARGES","AUTOTURISM","M1","AUDI","A6 LIMOUSINE","5"
"ARGES","AUTOTURISM","M1","AUDI","A6 QUATTRO","7"
"ARGES","AUTOTURISM","M1","AUDI","A7","12"
"ARGES","AUTOTURISM","M1","AUDI","A8","31"
"ARGES","AUTOTURISM","M1","AUDI","A8 W12","1"
"ARGES","AUTOTURISM","M1","AUDI","A8L","5"
"ARGES","AUTOTURISM","M1","AUDI","ALLROAD","1"
"ARGES","AUTOTURISM","M1","AUDI","AUDI A 5","1"
"ARGES","AUTOTURISM","M1","AUDI","AUDI A3","3"
"ARGES","AUTOTURISM","M1","AUDI","AUDI A4","21"
"ARGES","AUTOTURISM","M1","AUDI","AUDI A4/ S4","5"
"ARGES","AUTOTURISM","M1","AUDI","AUDI A4/S4","1"
"ARGES","AUTOTURISM","M1","AUDI","AUDI A5","8"
"ARGES","AUTOTURISM","M1","AUDI","AUDI A6","18"
"ARGES","AUTOTURISM","M1","AUDI","AUDI A6/ S6","1"
"ARGES","AUTOTURISM","M1","AUDI","AUDI A7","3"
"ARGES","AUTOTURISM","M1","AUDI","AUDI ALLROAD","1"
"ARGES","AUTOTURISM","M1","AUDI","CABRIO","1"
"ARGES","AUTOTURISM","M1","AUDI","KABRIOLET","1"
"ARGES","AUTOTURISM","M1","AUDI","Q3","15"
"ARGES","AUTOTURISM","M1","AUDI","Q7","4"
"ARGES","AUTOTURISM","M1","AUDI","R 8","1"
"ARGES","AUTOTURISM","M1","AUDI","RS Q3","1"
"ARGES","AUTOTURISM","M1","AUDI","RS4","2"
"ARGES","AUTOTURISM","M1","AUDI","S5","1"
"ARGES","AUTOTURISM","M1","AUDI","S6","1"
"ARGES","AUTOTURISM","M1","AUDI","S8","1"
"ARGES","AUTOTURISM","M1","AUDI","TT","24"
"ARGES","AUTOTURISM","M1","AUDI","","762"
"ARGES","AUTOTURISM","M1","AUSTIN","","5"
"ARGES","AUTOTURISM","M1","AUSTIN ROVER","","1"
"ARGES","AUTOTURISM","M1","AUTOBUZUL","","3"
"ARGES","AUTOTURISM","M1","BARKAS","","6"
"ARGES","AUTOTURISM","M1","BENTLEY","CONTINENTAL FLYING SPUR","1"
"ARGES","AUTOTURISM","M1","BENTLEY","CONTINENTAL GT","2"
"ARGES","AUTOTURISM","M1","BENTLEY","CONTINENTAL GT SPEED","2"
"ARGES","AUTOTURISM","M1","BENTLEY","CONTINENTAL GT.","1"
"ARGES","AUTOTURISM","M1","BMW","116 D","1"
"ARGES","AUTOTURISM","M1","BMW","116 I","6"
"ARGES","AUTOTURISM","M1","BMW","116D","2"
"ARGES","AUTOTURISM","M1","BMW","116I","8"
"ARGES","AUTOTURISM","M1","BMW","118 D","19"
"ARGES","AUTOTURISM","M1","BMW","118D","29"
"ARGES","AUTOTURISM","M1","BMW","118I","3"
"ARGES","AUTOTURISM","M1","BMW","120 D","5"
"ARGES","AUTOTURISM","M1","BMW","120D","8"
"ARGES","AUTOTURISM","M1","BMW","120D CABRIO","1"
"ARGES","AUTOTURISM","M1","BMW","120I","1"
"ARGES","AUTOTURISM","M1","BMW","123 D","1"
"ARGES","AUTOTURISM","M1","BMW","123D","1"
"ARGES","AUTOTURISM","M1","BMW","3","6"
"ARGES","AUTOTURISM","M1","BMW","316","37"
"ARGES","AUTOTURISM","M1","BMW","316 I","76"
"ARGES","AUTOTURISM","M1","BMW","316D","4"
"ARGES","AUTOTURISM","M1","BMW","316I","371"
"ARGES","AUTOTURISM","M1","BMW","316I COMPACT","4"
"ARGES","AUTOTURISM","M1","BMW","316I TOURING","3"
"ARGES","AUTOTURISM","M1","BMW","316IA","2"
"ARGES","AUTOTURISM","M1","BMW","316TI","11"
"ARGES","AUTOTURISM","M1","BMW","318","79"
"ARGES","AUTOTURISM","M1","BMW","318  IS","1"
"ARGES","AUTOTURISM","M1","BMW","318 CI","6"
"ARGES","AUTOTURISM","M1","BMW","318 D","13"
"ARGES","AUTOTURISM","M1","BMW","318 I","100"
"ARGES","AUTOTURISM","M1","BMW","318 IS","13"
"ARGES","AUTOTURISM","M1","BMW","318 TDS","8"
"ARGES","AUTOTURISM","M1","BMW","318CI","13"
"ARGES","AUTOTURISM","M1","BMW","318D","141"
"ARGES","AUTOTURISM","M1","BMW","318D TOURING","1"
"ARGES","AUTOTURISM","M1","BMW","318I","275"
"ARGES","AUTOTURISM","M1","BMW","318I TOURING","3"
"ARGES","AUTOTURISM","M1","BMW","318IS","18"
"ARGES","AUTOTURISM","M1","BMW","318TD","1"
"ARGES","AUTOTURISM","M1","BMW","318TDS","10"
"ARGES","AUTOTURISM","M1","BMW","318TI","3"
"ARGES","AUTOTURISM","M1","BMW","320","97"
"ARGES","AUTOTURISM","M1","BMW","320 CD","2"
"ARGES","AUTOTURISM","M1","BMW","320 CI","4"
"ARGES","AUTOTURISM","M1","BMW","320 D","121"
"ARGES","AUTOTURISM","M1","BMW","320 D TOURING","15"
"ARGES","AUTOTURISM","M1","BMW","320 D XDRIVE","1"
"ARGES","AUTOTURISM","M1","BMW","320 I","14"
"ARGES","AUTOTURISM","M1","BMW","320 IA","1"
"ARGES","AUTOTURISM","M1","BMW","320 TD","2"
"ARGES","AUTOTURISM","M1","BMW","320 TURING","1"
"ARGES","AUTOTURISM","M1","BMW","320CD","6"
"ARGES","AUTOTURISM","M1","BMW","320CI","10"
"ARGES","AUTOTURISM","M1","BMW","320D","481"
"ARGES","AUTOTURISM","M1","BMW","320D TOURING","14"
"ARGES","AUTOTURISM","M1","BMW","320D XDRIVE","13"
"ARGES","AUTOTURISM","M1","BMW","320I","103"
"ARGES","AUTOTURISM","M1","BMW","320IA","4"
"ARGES","AUTOTURISM","M1","BMW","320TD","1"
"ARGES","AUTOTURISM","M1","BMW","323","1"
"ARGES","AUTOTURISM","M1","BMW","323 CI","1"
"ARGES","AUTOTURISM","M1","BMW","323 I","2"
"ARGES","AUTOTURISM","M1","BMW","323I","2"
"ARGES","AUTOTURISM","M1","BMW","324TD","1"
"ARGES","AUTOTURISM","M1","BMW","325","1"
"ARGES","AUTOTURISM","M1","BMW","325 I","4"
"ARGES","AUTOTURISM","M1","BMW","325CI","4"
"ARGES","AUTOTURISM","M1","BMW","325D","1"
"ARGES","AUTOTURISM","M1","BMW","325I","9"
"ARGES","AUTOTURISM","M1","BMW","325IX","1"
"ARGES","AUTOTURISM","M1","BMW","325TD","3"
"ARGES","AUTOTURISM","M1","BMW","325TDS","1"
"ARGES","AUTOTURISM","M1","BMW","325XI","2"
"ARGES","AUTOTURISM","M1","BMW","328","1"
"ARGES","AUTOTURISM","M1","BMW","328 CI","1"
"ARGES","AUTOTURISM","M1","BMW","328I","1"
"ARGES","AUTOTURISM","M1","BMW","330","2"
"ARGES","AUTOTURISM","M1","BMW","330 CI","1"
"ARGES","AUTOTURISM","M1","BMW","330 XD","2"
"ARGES","AUTOTURISM","M1","BMW","330D","10"
"ARGES","AUTOTURISM","M1","BMW","330I","4"
"ARGES","AUTOTURISM","M1","BMW","330I COUPE","1"
"ARGES","AUTOTURISM","M1","BMW","330XD","7"
"ARGES","AUTOTURISM","M1","BMW","330XI","1"
"ARGES","AUTOTURISM","M1","BMW","335D","2"
"ARGES","AUTOTURISM","M1","BMW","335I","4"
"ARGES","AUTOTURISM","M1","BMW","335XI","1"
"ARGES","AUTOTURISM","M1","BMW","518I","3"
"ARGES","AUTOTURISM","M1","BMW","520","11"
"ARGES","AUTOTURISM","M1","BMW","520 D","59"
"ARGES","AUTOTURISM","M1","BMW","520 I","4"
"ARGES","AUTOTURISM","M1","BMW","520D","149"
"ARGES","AUTOTURISM","M1","BMW","520I","48"
"ARGES","AUTOTURISM","M1","BMW","520IA","1"
"ARGES","AUTOTURISM","M1","BMW","523","1"
"ARGES","AUTOTURISM","M1","BMW","523 I","1"
"ARGES","AUTOTURISM","M1","BMW","523I","10"
"ARGES","AUTOTURISM","M1","BMW","525","81"
"ARGES","AUTOTURISM","M1","BMW","525 D","27"
"ARGES","AUTOTURISM","M1","BMW","525 TDS","5"
"ARGES","AUTOTURISM","M1","BMW","525 XDRIVE","4"
"ARGES","AUTOTURISM","M1","BMW","525D","41"
"ARGES","AUTOTURISM","M1","BMW","525D TOURING","1"
"ARGES","AUTOTURISM","M1","BMW","525D XDRIVE","5"
"ARGES","AUTOTURISM","M1","BMW","525I","6"
"ARGES","AUTOTURISM","M1","BMW","525TD","1"
"ARGES","AUTOTURISM","M1","BMW","525TDS","3"
"ARGES","AUTOTURISM","M1","BMW","525XD","2"
"ARGES","AUTOTURISM","M1","BMW","528I","1"
"ARGES","AUTOTURISM","M1","BMW","530","3"
"ARGES","AUTOTURISM","M1","BMW","530 D","36"
"ARGES","AUTOTURISM","M1","BMW","530 XD","1"
"ARGES","AUTOTURISM","M1","BMW","530 XDRIVE","1"
"ARGES","AUTOTURISM","M1","BMW","530D","26"
"ARGES","AUTOTURISM","M1","BMW","530D XDRIVE","8"
"ARGES","AUTOTURISM","M1","BMW","530I","4"
"ARGES","AUTOTURISM","M1","BMW","530XD","22"
"ARGES","AUTOTURISM","M1","BMW","530XI","2"
"ARGES","AUTOTURISM","M1","BMW","535 D","8"
"ARGES","AUTOTURISM","M1","BMW","535D","5"
"ARGES","AUTOTURISM","M1","BMW","535D XDRIVE","3"
"ARGES","AUTOTURISM","M1","BMW","535I","1"
"ARGES","AUTOTURISM","M1","BMW","5ER","4"
"ARGES","AUTOTURISM","M1","BMW","630","1"
"ARGES","AUTOTURISM","M1","BMW","630CI CABRIO","1"
"ARGES","AUTOTURISM","M1","BMW","630I","1"
"ARGES","AUTOTURISM","M1","BMW","635 D","2"
"ARGES","AUTOTURISM","M1","BMW","635D","1"
"ARGES","AUTOTURISM","M1","BMW","640I","1"
"ARGES","AUTOTURISM","M1","BMW","645","1"
"ARGES","AUTOTURISM","M1","BMW","650I","1"
"ARGES","AUTOTURISM","M1","BMW","730","3"
"ARGES","AUTOTURISM","M1","BMW","730 D","9"
"ARGES","AUTOTURISM","M1","BMW","730 LD","1"
"ARGES","AUTOTURISM","M1","BMW","730D","32"
"ARGES","AUTOTURISM","M1","BMW","730D XDRIVE","1"
"ARGES","AUTOTURISM","M1","BMW","730DA","2"
"ARGES","AUTOTURISM","M1","BMW","730I","1"
"ARGES","AUTOTURISM","M1","BMW","730LD","1"
"ARGES","AUTOTURISM","M1","BMW","735I","3"
"ARGES","AUTOTURISM","M1","BMW","740D","6"
"ARGES","AUTOTURISM","M1","BMW","740D XDRIVE","3"
"ARGES","AUTOTURISM","M1","BMW","740LI","3"
"ARGES","AUTOTURISM","M1","BMW","745 I","1"
"ARGES","AUTOTURISM","M1","BMW","745D","1"
"ARGES","AUTOTURISM","M1","BMW","745I","1"
"ARGES","AUTOTURISM","M1","BMW","750LI","1"
"ARGES","AUTOTURISM","M1","BMW","BMW 118D","4"
"ARGES","AUTOTURISM","M1","BMW","GRAN TURISMO","1"
"ARGES","AUTOTURISM","M1","BMW","M 550D XDRIVE","1"
"ARGES","AUTOTURISM","M1","BMW","M3","4"
"ARGES","AUTOTURISM","M1","BMW","M4","1"
"ARGES","AUTOTURISM","M1","BMW","M5","1"
"ARGES","AUTOTURISM","M1","BMW","M6","3"
"ARGES","AUTOTURISM","M1","BMW","X DRIVE 23D","3"
"ARGES","AUTOTURISM","M1","BMW","X SDRIVE 20D","1"
"ARGES","AUTOTURISM","M1","BMW","X1","10"
"ARGES","AUTOTURISM","M1","BMW","X1 SDRIVE 18D","3"
"ARGES","AUTOTURISM","M1","BMW","X1 XDRIVE 18D","13"
"ARGES","AUTOTURISM","M1","BMW","X1 XDRIVE 20D","10"
"ARGES","AUTOTURISM","M1","BMW","X1 XDRIVE 23D","2"
"ARGES","AUTOTURISM","M1","BMW","X1 XDRIVE18D","6"
"ARGES","AUTOTURISM","M1","BMW","X1 XDRIVE20D","2"
"ARGES","AUTOTURISM","M1","BMW","X3 XDRIVE 20D","2"
"ARGES","AUTOTURISM","M1","BMW","X3 XDRIVE 35I","2"
"ARGES","AUTOTURISM","M1","BMW","X3 XDRIVE20D","24"
"ARGES","AUTOTURISM","M1","BMW","X3 XDRIVE28I","1"
"ARGES","AUTOTURISM","M1","BMW","X5","6"
"ARGES","AUTOTURISM","M1","BMW","X5 M","2"
"ARGES","AUTOTURISM","M1","BMW","X6 XDRIVE30D","2"
"ARGES","AUTOTURISM","M1","BMW","XDRIVE20D","1"
"ARGES","AUTOTURISM","M1","BMW","Z3","3"
"ARGES","AUTOTURISM","M1","BMW","Z4","8"
"ARGES","AUTOTURISM","M1","BMW","Z4 2.5I","1"
"ARGES","AUTOTURISM","M1","BMW","Z4 SDRIVE 2.3 I","1"
"ARGES","AUTOTURISM","M1","BMW","Z4 SDRIVE 23I","1"
"ARGES","AUTOTURISM","M1","BMW","Z4 SDRIVE 35I","1"
"ARGES","AUTOTURISM","M1","BMW","Z4 SDRIVE20I","1"
"ARGES","AUTOTURISM","M1","BMW","","626"
"ARGES","AUTOTURISM","M1","BUICK","","2"
"ARGES","AUTOTURISM","M1","CADILLAC","BLS","1"
"ARGES","AUTOTURISM","M1","CADILLAC","CTS","2"
"ARGES","AUTOTURISM","M1","CADILLAC","","1"
"ARGES","AUTOTURISM","M1","CAMI","","1"
"ARGES","AUTOTURISM","M1","CANARIOS","","1"
"ARGES","AUTOTURISM","M1","CHEVROLET","AVEO","1052"
"ARGES","AUTOTURISM","M1","CHEVROLET","CAPTIVA","25"
"ARGES","AUTOTURISM","M1","CHEVROLET","CHEVROLET AVEO","2"
"ARGES","AUTOTURISM","M1","CHEVROLET","CHEVROLET CRUZE","3"
"ARGES","AUTOTURISM","M1","CHEVROLET","CHEVROLET SPARK","1"
"ARGES","AUTOTURISM","M1","CHEVROLET","CRUZE","94"
"ARGES","AUTOTURISM","M1","CHEVROLET","EPICA","7"
"ARGES","AUTOTURISM","M1","CHEVROLET","KALOS","17"
"ARGES","AUTOTURISM","M1","CHEVROLET","LACETTI","68"
"ARGES","AUTOTURISM","M1","CHEVROLET","MATIZ","11"
"ARGES","AUTOTURISM","M1","CHEVROLET","ORLANDO","2"
"ARGES","AUTOTURISM","M1","CHEVROLET","SPARK","482"
"ARGES","AUTOTURISM","M1","CHEVROLET","TACUMA","2"
"ARGES","AUTOTURISM","M1","CHEVROLET","TRAX","2"
"ARGES","AUTOTURISM","M1","CHEVROLET","","115"
"ARGES","AUTOTURISM","M1","CHRYSLER","300 C","1"
"ARGES","AUTOTURISM","M1","CHRYSLER","300C","8"
"ARGES","AUTOTURISM","M1","CHRYSLER","CROSFIRE","1"
"ARGES","AUTOTURISM","M1","CHRYSLER","CROSSFIRE","1"
"ARGES","AUTOTURISM","M1","CHRYSLER","GRAND VOYAGER","4"
"ARGES","AUTOTURISM","M1","CHRYSLER","NEON","4"
"ARGES","AUTOTURISM","M1","CHRYSLER","PT CRUISER","5"
"ARGES","AUTOTURISM","M1","CHRYSLER","SEBRING","6"
"ARGES","AUTOTURISM","M1","CHRYSLER","STRATUS","1"
"ARGES","AUTOTURISM","M1","CHRYSLER","VOYAGER","8"
"ARGES","AUTOTURISM","M1","CHRYSLER","","19"
"ARGES","AUTOTURISM","M1","CITROEN","AX","3"
"ARGES","AUTOTURISM","M1","CITROEN","BERLINGO","30"
"ARGES","AUTOTURISM","M1","CITROEN","C 4","14"
"ARGES","AUTOTURISM","M1","CITROEN","C 5","1"
"ARGES","AUTOTURISM","M1","CITROEN","C-CROSSER","2"
"ARGES","AUTOTURISM","M1","CITROEN","C-ELYSEE","4"
"ARGES","AUTOTURISM","M1","CITROEN","C1","93"
"ARGES","AUTOTURISM","M1","CITROEN","C2","15"
"ARGES","AUTOTURISM","M1","CITROEN","C3","208"
"ARGES","AUTOTURISM","M1","CITROEN","C3 PICASSO","3"
"ARGES","AUTOTURISM","M1","CITROEN","C3 PLURIEL","6"
"ARGES","AUTOTURISM","M1","CITROEN","C4","251"
"ARGES","AUTOTURISM","M1","CITROEN","C4 CACTUS","1"
"ARGES","AUTOTURISM","M1","CITROEN","C4 PICASSO","23"
"ARGES","AUTOTURISM","M1","CITROEN","C5","94"
"ARGES","AUTOTURISM","M1","CITROEN","C8","1"
"ARGES","AUTOTURISM","M1","CITROEN","EVASION","7"
"ARGES","AUTOTURISM","M1","CITROEN","JUMPER","3"
"ARGES","AUTOTURISM","M1","CITROEN","JUMPY","3"
"ARGES","AUTOTURISM","M1","CITROEN","NEMO","2"
"ARGES","AUTOTURISM","M1","CITROEN","SAXO","33"
"ARGES","AUTOTURISM","M1","CITROEN","SAXO SPORT","1"
"ARGES","AUTOTURISM","M1","CITROEN","XANTIA","16"
"ARGES","AUTOTURISM","M1","CITROEN","XSARA","33"
"ARGES","AUTOTURISM","M1","CITROEN","XSARA PICASSO","23"
"ARGES","AUTOTURISM","M1","CITROEN","ZX","3"
"ARGES","AUTOTURISM","M1","CITROEN","","219"
"ARGES","AUTOTURISM","M1","DACIA","1300","4"
"ARGES","AUTOTURISM","M1","DACIA","1309","2"
"ARGES","AUTOTURISM","M1","DACIA","1310","132"
"ARGES","AUTOTURISM","M1","DACIA","1310L","2"
"ARGES","AUTOTURISM","M1","DACIA","DOKKER","25"
"ARGES","AUTOTURISM","M1","DACIA","DUSTER","667"
"ARGES","AUTOTURISM","M1","DACIA","LODGY","28"
"ARGES","AUTOTURISM","M1","DACIA","LOGAN","19835"
"ARGES","AUTOTURISM","M1","DACIA","LOGAN SD","1"
"ARGES","AUTOTURISM","M1","DACIA","NOVA","8"
"ARGES","AUTOTURISM","M1","DACIA","NOVA  GTI","1"
"ARGES","AUTOTURISM","M1","DACIA","SANDERO","1471"
"ARGES","AUTOTURISM","M1","DACIA","SOLENZA","67"
"ARGES","AUTOTURISM","M1","DACIA","SPORT","1"
"ARGES","AUTOTURISM","M1","DACIA","SUPER NOVA","52"
"ARGES","AUTOTURISM","M1","DACIA","","43418"
"ARGES","AUTOTURISM","M1","DAEWOO","ARANOS","1"
"ARGES","AUTOTURISM","M1","DAEWOO","CIELO","362"
"ARGES","AUTOTURISM","M1","DAEWOO","CIELO EXECUTIVE","9"
"ARGES","AUTOTURISM","M1","DAEWOO","DAMAS","2"
"ARGES","AUTOTURISM","M1","DAEWOO","ESPERO","12"
"ARGES","AUTOTURISM","M1","DAEWOO","KALOS","9"
"ARGES","AUTOTURISM","M1","DAEWOO","LANOS","11"
"ARGES","AUTOTURISM","M1","DAEWOO","LEGANZA","3"
